,loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
3724,3725,33,2.0,Aadhar,1003012,1063040,3,2,0,1
3725,3726,43,2.0,Aadhar,643236,734040,2,2,0,0
3726,3727,55,1.0,Aadhar,608728,637160,5,2,0,1
3727,3728,36,2.0,Aadhar,583600,800468,3,2,0,1
3728,3729,30,2.0,Aadhar,658236,934260,0,0,0,0
3729,3730,25,2.0,Aadhar,699108,1340040,0,0,0,0
3730,3731,43,2.0,Aadhar,806956,703580,3,2,0,1
3731,3732,30,2.0,Aadhar,1157880,1662000,0,0,0,0
3732,3733,37,2.0,VoterID,891012,1231200,0,0,0,0
3733,3734,31,2.0,Aadhar,644556,786000,2,2,0,0
3734,3735,36,2.0,PAN,520728,765300,0,0,0,0
3735,3736,37,2.0,Aadhar,818028,923100,0,0,0,0
3736,3737,52,2.0,VoterID,978604,1319900,3,2,0,1
3737,3738,29,2.0,Aadhar,669756,927540,0,0,0,0
3738,3739,39,2.0,Aadhar,805108,721040,3,2,0,1
3739,3740,30,1.0,Aadhar,633636,835500,0,0,0,0
3740,3741,36,1.0,Driving,596728,703112,3,2,0,1
3741,3742,28,1.0,Aadhar,778584,1010400,3,2,0,0
3742,3743,33,1.0,Aadhar,784000,850580,10,6,0,1
3743,3744,39,2.0,VoterID,810964,766904,5,4,0,1
3744,3745,34,1.0,Aadhar,1099996,1304756,3,2,0,1
3745,3746,26,2.0,Aadhar,532728,1007592,0,0,0,0
3746,3747,32,2.0,Aadhar,606336,735924,0,0,0,0
3747,3748,32,2.0,Aadhar,775108,712748,8,7,1,1
3748,3749,41,2.0,Aadhar,1015440,1380000,7,6,0,0
3749,3750,27,1.0,Aadhar,1385016,2094180,0,0,0,0
3750,3751,38,2.0,Aadhar,787108,968300,3,2,0,1
3751,3752,35,2.0,Driving,681108,902772,0,0,0,0
3752,3753,30,1.0,Aadhar,1098232,1654400,3,2,0,1
3753,3754,32,2.0,Aadhar,595428,956580,9,3,0,0
3754,3755,43,1.0,Aadhar,850156,755816,3,2,0,1
3755,3756,33,1.0,Aadhar,668740,604664,5,4,0,1
3756,3757,30,2.0,Aadhar,524988,796404,3,3,0,0
3757,3758,46,2.0,Aadhar,633636,786000,0,0,0,0
3758,3759,53,2.0,Aadhar,658588,627140,3,2,0,1
3759,3760,48,1.0,Aadhar,521328,706140,3,2,0,0
3760,3761,31,2.0,Aadhar,365808,840804,2,0,0,0
3761,3762,32,1.0,Aadhar,746556,1446036,0,0,0,0
3762,3763,51,2.0,VoterID,757108,730880,6,4,0,1
3763,3764,44,1.0,Aadhar,796156,707612,9,6,0,1
3764,3765,46,2.0,Aadhar,762504,920400,4,3,0,0
3765,3766,47,2.0,Aadhar,763108,697148,29,9,0,1
3766,3767,39,2.0,VoterID,604536,863460,0,0,0,0
3767,3768,35,1.0,Aadhar,727636,677984,5,2,0,1
3768,3769,44,2.0,Aadhar,693108,841932,8,6,0,0
3769,3770,34,1.0,Aadhar,550248,719436,0,0,0,0
3770,3771,45,1.0,Aadhar,939012,1377588,0,0,0,0
3771,3772,41,2.0,Aadhar,568188,710160,3,2,0,0
3772,3773,32,2.0,VoterID,707236,756980,3,2,0,1
3773,3774,32,2.0,Aadhar,1024948,1077380,3,2,0,1
3774,3775,33,1.0,Aadhar,867804,1188504,13,8,0,0
3775,3776,52,1.0,Aadhar,645964,649316,5,4,0,1
3776,3777,47,2.0,Driving,648228,831276,15,8,1,0
3777,3778,33,1.0,Aadhar,620728,615200,3,2,0,1
3778,3779,46,2.0,Aadhar,766156,669740,5,4,0,1
3779,3780,28,1.0,Aadhar,629736,763524,0,0,0,0
3780,3781,41,,Aadhar,591636,768120,0,0,0,0
3781,3782,34,2.0,Aadhar,508468,740864,3,2,0,1
3782,3783,44,2.0,VoterID,742156,809156,3,2,0,1
3783,3784,28,2.0,Aadhar,675108,787536,0,0,0,0
3784,3785,42,2.0,Aadhar,508728,810000,0,0,0,0
3785,3786,43,1.0,Aadhar,710536,700400,3,2,0,1
3786,3787,27,1.0,Aadhar,565740,694068,0,0,0,0
3787,3788,28,2.0,Aadhar,684156,911892,0,0,0,0
3788,3789,32,1.0,VoterID,688956,840120,0,0,0,0
3789,3790,34,1.0,Aadhar,385008,534960,0,0,0,0
3790,3791,43,1.0,Aadhar,834556,730724,8,2,0,1
3791,3792,38,2.0,VoterID,1039312,1182680,5,4,0,1
3792,3793,31,1.0,Aadhar,786556,746936,3,2,0,1
3793,3794,30,2.0,Aadhar,865476,1023756,7,5,0,0
3794,3795,41,1.0,Aadhar,754956,929160,0,0,0,0
3795,3796,29,1.0,Aadhar,728364,843396,0,0,0,0
3796,3797,47,2.0,Aadhar,643236,856200,0,0,0,0
3797,3798,42,2.0,Aadhar,675108,777876,18,5,0,0
3798,3799,44,2.0,Aadhar,812956,742244,7,2,0,1
3799,3800,37,1.0,Aadhar,658956,843624,4,2,0,0
3800,3801,43,1.0,Aadhar,541740,735600,0,0,0,0
3801,3802,33,2.0,Aadhar,856744,848288,3,2,0,1
3802,3803,47,2.0,Aadhar,960004,1092200,5,4,0,1
3803,3804,30,1.0,Aadhar,693108,873408,0,0,0,0
3804,3805,35,1.0,Aadhar,430348,762704,7,4,0,1
3805,3806,31,2.0,Aadhar,826476,1088040,19,8,0,0
3806,3807,35,1.0,Aadhar,846556,741200,3,2,0,1
3807,3808,32,2.0,Aadhar,687108,876432,0,0,0,0
3808,3809,32,2.0,Aadhar,977476,1207568,3,2,0,1
3809,3810,42,1.0,Aadhar,772000,751976,3,2,0,1
3810,3811,48,2.0,Aadhar,580188,864456,8,3,0,0
3811,3812,29,2.0,Aadhar,663108,791172,0,0,0,0
3812,3813,39,1.0,Aadhar,879568,839456,3,2,0,1
3813,3814,23,,Aadhar,677508,819240,0,0,0,0
3814,3815,37,1.0,PAN,736936,773252,3,2,0,1
3815,3816,47,2.0,Aadhar,603636,799548,3,2,0,0
3816,3817,50,2.0,VoterID,630936,1015416,6,4,0,0
3817,3818,42,1.0,Aadhar,568188,736260,2,0,0,0
3818,3819,40,2.0,PAN,565740,790128,6,2,0,0
3819,3820,40,1.0,Aadhar,713536,634820,3,2,0,1
3820,3821,49,2.0,Aadhar,738436,676508,3,2,0,1
3821,3822,35,2.0,Aadhar,593460,836688,2,2,0,0
3822,3823,26,2.0,Aadhar,702156,875580,0,0,0,0
3823,3824,47,2.0,Aadhar,367932,924000,0,0,0,0
3824,3825,32,1.0,Aadhar,616236,780000,0,0,0,0
3825,3826,30,2.0,VoterID,674188,646292,5,4,0,1
3826,3827,34,2.0,Aadhar,638188,587588,3,2,0,1
3827,3828,31,2.0,Aadhar,556188,728940,4,2,0,0
3828,3829,27,1.0,Aadhar,697908,849180,0,0,0,0
3829,3830,33,2.0,Aadhar,757108,884780,3,2,0,1
3830,3831,26,1.0,Aadhar,417948,786264,0,0,0,0
3831,3832,41,,Aadhar,793108,842060,3,2,0,1
3832,3833,34,1.0,Aadhar,736936,770000,3,2,0,1
3833,3834,53,1.0,Aadhar,970276,1094072,3,2,0,1
3834,3835,47,2.0,Aadhar,499128,733200,10,4,0,0
3835,3836,39,2.0,Aadhar,644188,683696,3,2,0,1
3836,3837,41,2.0,PAN,804964,759620,3,2,0,1
3837,3838,30,2.0,Aadhar,639636,869844,0,0,0,0
3838,3839,47,1.0,Aadhar,612000,875928,6,2,0,0
3839,3840,37,,Aadhar,722364,884100,5,4,0,0
3840,3841,33,2.0,Aadhar,824028,1254192,20,4,0,0
3841,3842,36,1.0,Aadhar,753196,705488,6,4,0,1
3842,3843,33,1.0,Aadhar,867804,1064400,3,2,0,0
3843,3844,32,2.0,VoterID,484728,767028,0,0,0,0
3844,3845,39,1.0,Aadhar,739636,728924,7,5,0,1
3845,3846,31,2.0,Aadhar,761188,905936,3,2,0,1
3846,3847,25,2.0,Aadhar,411948,725352,0,0,0,0
3847,3848,34,2.0,Aadhar,480648,842940,0,0,0,0
3848,3849,35,2.0,Aadhar,700936,594056,7,5,0,1
3849,3850,43,1.0,Aadhar,701916,889752,0,0,0,0
3850,3851,24,,VoterID,612936,832800,0,0,0,0
3851,3852,41,2.0,Aadhar,443628,873984,3,2,0,0
3852,3853,52,2.0,Aadhar,646540,533660,8,4,0,1
3853,3854,52,1.0,Aadhar,634108,603620,10,7,0,1
3854,3855,44,2.0,Aadhar,597336,799632,0,0,0,0
3855,3856,55,1.0,Aadhar,811108,755996,8,5,0,1
3856,3857,38,2.0,Aadhar,700936,691700,3,2,0,1
3857,3858,49,1.0,Aadhar,651636,948900,2,2,0,0
3858,3859,50,1.0,Aadhar,965476,908000,7,2,0,1
3859,3860,43,2.0,Aadhar,562188,865740,0,0,0,0
3860,3861,49,2.0,Aadhar,803908,700988,5,4,0,1
3861,3862,34,2.0,Aadhar,731364,885372,0,0,0,0
3862,3863,26,1.0,Aadhar,472044,869160,0,0,0,0
3863,3864,39,2.0,Aadhar,473592,585396,2,0,0,0
3864,3865,39,2.0,Aadhar,757108,669548,10,4,0,1
3865,3866,44,2.0,Aadhar,625236,821472,3,0,0,0
3866,3867,42,2.0,Aadhar,727636,1060796,5,4,0,1
3867,3868,33,2.0,Aadhar,684436,707840,5,4,0,1
3868,3869,22,,Aadhar,430068,708468,0,0,0,0
3869,3870,33,2.0,Aadhar,947476,986696,6,5,0,1
3870,3871,33,2.0,Aadhar,1080232,1256000,3,2,0,1
3871,3872,33,1.0,PAN,1098600,1895604,0,0,0,0
3872,3873,47,1.0,Aadhar,894984,1083576,0,0,0,0
3873,3874,29,1.0,Aadhar,684756,952920,0,0,0,0
3874,3875,28,2.0,VoterID,496728,984600,0,0,0,0
3875,3876,42,2.0,Aadhar,933012,1357200,9,4,0,0
3876,3877,24,2.0,VoterID,790584,1239744,0,0,0,0
3877,3878,40,2.0,Aadhar,710484,965532,0,0,0,0
3878,3879,40,2.0,Aadhar,1127880,1302000,7,6,0,0
3879,3880,44,1.0,Aadhar,734964,838476,8,2,0,0
3880,3881,45,1.0,Aadhar,342400,461552,3,2,0,1
3881,3882,37,2.0,VoterID,923556,1883904,0,0,0,0
3882,3883,36,1.0,Aadhar,775756,675212,11,6,0,1
3883,3884,39,1.0,PAN,504528,837096,8,3,0,0
3884,3885,42,1.0,Aadhar,618936,745404,0,0,0,0
3885,3886,29,1.0,Aadhar,792984,1007256,3,2,0,0
3886,3887,32,2.0,Aadhar,754984,765380,5,2,0,1
3887,3888,37,2.0,Aadhar,687108,849264,0,0,0,0
3888,3889,32,2.0,Aadhar,620728,615884,3,2,0,1
3889,3890,35,2.0,VoterID,556188,868800,0,0,0,0
3890,3891,34,1.0,Aadhar,681108,787200,6,4,0,0
3891,3892,45,2.0,VoterID,688936,685484,13,7,1,1
3892,3893,37,1.0,Aadhar,641736,737640,0,0,0,0
3893,3894,48,1.0,VoterID,730156,842900,15,5,0,1
3894,3895,37,1.0,Aadhar,696156,962412,3,2,0,0
3895,3896,28,1.0,Aadhar,776028,986340,19,5,0,0
3896,3897,30,1.0,Aadhar,596728,494756,3,2,0,1
3897,3898,31,1.0,Aadhar,656556,756024,0,0,0,0
3898,3899,52,2.0,Aadhar,724936,713600,8,6,0,1
3899,3900,29,,Aadhar,700936,740000,5,2,0,1
3900,3901,26,1.0,Aadhar,806028,1018836,0,0,0,0
3901,3902,28,2.0,Aadhar,474024,1311684,0,0,0,0
3902,3903,32,1.0,PAN,800184,1180500,0,0,0,0
3903,3904,48,2.0,Aadhar,505128,818256,0,0,0,0
3904,3905,41,2.0,Aadhar,647740,744656,6,5,0,1
3905,3906,29,1.0,Aadhar,631356,936204,3,3,0,0
3906,3907,28,2.0,Aadhar,484728,880584,0,0,0,0
3907,3908,25,1.0,Aadhar,903012,1242276,0,0,0,0
3908,3909,33,1.0,Aadhar,802704,967200,2,0,0,0
3909,3910,35,1.0,Aadhar,822828,944304,0,0,0,0
3910,3911,42,2.0,Aadhar,719364,821256,0,0,0,0
3911,3912,30,1.0,Aadhar,954756,1301700,0,0,0,0
3912,3913,50,2.0,Aadhar,663108,763164,2,2,0,0
3913,3914,34,1.0,Aadhar,864204,1136400,5,5,0,0
3914,3915,25,1.0,Aadhar,437268,724620,0,0,0,0
3915,3916,53,1.0,Aadhar,1068796,1146320,3,2,0,1
3916,3917,35,1.0,Aadhar,770308,656912,10,8,0,1
3917,3918,45,2.0,Aadhar,648936,826800,7,4,0,0
3918,3919,29,1.0,Aadhar,849804,1295580,0,0,0,0
3919,3920,47,2.0,Aadhar,545964,714000,0,0,0,0
3920,3921,36,1.0,PAN,811636,1035680,3,2,0,1
3921,3922,25,1.0,Aadhar,285144,738240,0,0,0,0
3922,3923,36,1.0,Aadhar,603960,737676,0,0,0,0
3923,3924,43,,Aadhar,750156,908304,8,4,0,0
3924,3925,45,2.0,Aadhar,716556,870804,0,0,0,0
3925,3926,46,1.0,Aadhar,696156,804900,0,0,0,0
3926,3927,31,1.0,Aadhar,742164,888000,3,2,0,0
3927,3928,48,2.0,Aadhar,666156,936000,3,2,0,0
3928,3929,30,2.0,Aadhar,745636,639356,3,2,0,1
3929,3930,39,1.0,Aadhar,667908,810648,4,4,0,0
3930,3931,42,2.0,Aadhar,1224280,1352024,3,2,0,1
3931,3932,36,1.0,Aadhar,568188,673884,5,2,0,0
3932,3933,37,2.0,Aadhar,961312,1064912,3,2,0,1
3933,3934,34,2.0,Aadhar,1636620,2418924,0,0,0,0
3934,3935,42,2.0,VoterID,844564,855020,3,2,0,1
3935,3936,35,2.0,Aadhar,746760,898344,0,0,0,0
3936,3937,34,1.0,Aadhar,727636,625688,3,2,0,1
3937,3938,30,1.0,Aadhar,892984,917096,3,2,0,1
3938,3939,39,2.0,VoterID,813364,879272,3,2,0,1
3939,3940,32,1.0,Aadhar,708156,907680,0,0,0,0
3940,3941,35,2.0,Aadhar,879804,1535196,0,0,0,0
3941,3942,49,1.0,Aadhar,745600,673676,3,2,0,1
3942,3943,39,2.0,Aadhar,678600,787644,9,9,0,0
3943,3944,33,2.0,Aadhar,691636,680072,3,2,0,1
3944,3945,41,1.0,Aadhar,802428,913908,0,0,0,0
3945,3946,45,2.0,Driving,921012,1299372,0,0,0,0
3946,3947,24,,Aadhar,507600,1183020,0,0,0,0
3947,3948,46,2.0,VoterID,768556,750524,3,2,0,1
3948,3949,24,,Aadhar,731364,927024,0,0,0,0
3949,3950,34,2.0,Aadhar,693108,800748,0,0,0,0
3950,3951,30,2.0,Aadhar,1530432,2280804,5,3,0,0
3951,3952,31,2.0,Aadhar,918028,951200,3,2,0,1
3952,3953,30,2.0,PAN,872584,1108100,3,2,0,1
3953,3954,27,1.0,Aadhar,687756,888000,0,0,0,0
3954,3955,40,2.0,Aadhar,870556,1036592,6,5,0,1
3955,3956,34,1.0,Aadhar,674188,693992,12,9,0,1
3956,3957,41,2.0,Aadhar,615636,854400,0,0,0,0
3957,3958,36,1.0,Aadhar,696156,917400,4,4,0,0
3958,3959,42,2.0,Aadhar,706036,813200,5,2,0,1
3959,3960,40,2.0,VoterID,861804,1255620,0,0,0,0
3960,3961,28,2.0,Aadhar,514728,741048,2,0,0,0
3961,3962,36,1.0,Aadhar,754156,687680,3,2,0,1
3962,3963,46,1.0,Aadhar,756744,1170000,3,3,0,0
3963,3964,39,1.0,Aadhar,636636,808464,0,0,0,0
3964,3965,34,1.0,Aadhar,902584,883640,3,2,0,1
3965,3966,45,1.0,Aadhar,654708,887448,0,0,0,0
3966,3967,33,2.0,Aadhar,773628,897936,3,2,0,0
3967,3968,30,1.0,Aadhar,742956,941352,0,0,0,0
3968,3969,51,1.0,Aadhar,763108,713600,3,2,0,1
3969,3970,25,1.0,Aadhar,694800,859272,0,0,0,0
3970,3971,48,2.0,Aadhar,694956,797316,0,0,0,0
3971,3972,31,1.0,Aadhar,630096,819036,0,0,0,0
3972,3973,45,2.0,Aadhar,771592,743468,3,2,0,1
3973,3974,50,2.0,Aadhar,727336,710984,11,4,0,1
3974,3975,54,2.0,Aadhar,802156,830228,3,2,0,1
3975,3976,43,1.0,PAN,645948,1092840,10,5,0,0
3976,3977,26,1.0,Aadhar,855804,1140000,0,0,0,0
3977,3978,29,1.0,Aadhar,885804,1200696,8,5,0,0
3978,3979,31,2.0,PAN,744864,1125012,0,0,0,0
3979,3980,46,1.0,Aadhar,771508,672572,8,4,0,1
3980,3981,46,2.0,Aadhar,520728,838260,0,0,0,0
3981,3982,48,2.0,Aadhar,580188,824520,21,9,1,0
3982,3983,30,1.0,VoterID,591636,768480,0,0,0,0
3983,3984,41,2.0,Aadhar,787108,700700,3,2,0,1
3984,3985,38,1.0,Aadhar,747748,683048,3,2,0,1
3985,3986,34,1.0,Aadhar,853824,1056000,0,0,0,0
3986,3987,34,2.0,Aadhar,640836,829260,3,2,0,0
3987,3988,32,2.0,Aadhar,580188,768804,2,2,0,0
3988,3989,48,2.0,Aadhar,568188,901116,0,0,0,0
3989,3990,44,1.0,Aadhar,591636,768600,8,4,1,0
3990,3991,44,1.0,Aadhar,773356,718340,9,6,0,1
3991,3992,41,1.0,Aadhar,544188,740412,0,0,0,0
3992,3993,40,2.0,Aadhar,831556,858068,9,7,0,1
3993,3994,49,2.0,VoterID,996016,1119068,3,2,0,1
3994,3995,31,2.0,VoterID,1198660,1410200,3,2,0,1
3995,3996,48,2.0,Aadhar,664308,844260,0,0,0,0
3996,3997,27,1.0,Aadhar,1004112,1364748,0,0,0,0
3997,3998,34,2.0,Aadhar,616836,773916,0,0,0,0
3998,3999,49,1.0,Aadhar,614436,755400,0,0,0,0
3999,4000,22,,VoterID,536940,796860,0,0,0,0
4000,4001,27,2.0,Aadhar,556188,776112,0,0,0,0
4001,4002,52,2.0,VoterID,765748,708464,6,4,0,1
4002,4003,48,1.0,Aadhar,707236,818912,7,2,0,1
4003,4004,36,2.0,Aadhar,473268,753120,9,5,0,0
4004,4005,44,1.0,Aadhar,713364,1069356,7,4,0,0
4005,4006,46,1.0,Aadhar,720000,864492,15,6,0,0
4006,4007,33,1.0,Aadhar,610836,818520,0,0,0,0
4007,4008,36,2.0,VoterID,834556,944144,6,4,0,1
4008,4009,36,2.0,Aadhar,800028,1027716,2,2,0,0
4009,4010,36,2.0,Aadhar,899428,1875176,3,2,0,1
4010,4011,31,1.0,Aadhar,654108,805296,0,0,0,0
4011,4012,48,1.0,Aadhar,715636,743768,5,4,0,1
4012,4013,46,2.0,Aadhar,1008384,1368000,8,8,0,0
4013,4014,45,1.0,Aadhar,612328,632000,7,5,0,1
4014,4015,36,1.0,Aadhar,661552,657800,3,2,0,1
4015,4016,33,1.0,Aadhar,627636,935964,12,4,0,0
4016,4017,41,2.0,Aadhar,693736,643280,3,2,0,1
4017,4018,40,2.0,Aadhar,648936,820080,2,0,0,0
4018,4019,50,2.0,Aadhar,717136,666752,3,2,0,1
4019,4020,33,2.0,Aadhar,633636,913200,0,0,0,0
4020,4021,38,2.0,Aadhar,532728,783696,2,2,0,0
4021,4022,49,2.0,VoterID,926320,848516,3,2,0,1
4022,4023,27,1.0,Aadhar,738156,947556,0,0,0,0
4023,4024,44,1.0,Aadhar,638188,639428,5,4,0,1
4024,4025,45,2.0,Aadhar,692556,800280,5,5,1,0
4025,4026,37,1.0,Aadhar,576588,809712,8,6,1,0
4026,4027,39,2.0,Aadhar,972604,1228880,6,5,0,1
4027,4028,35,2.0,Aadhar,649236,750048,0,0,0,0
4028,4029,27,1.0,Aadhar,496728,712632,0,0,0,0
4029,4030,54,2.0,Aadhar,706936,627044,3,2,0,1
4030,4031,41,1.0,Aadhar,627036,920196,27,8,0,0
4031,4032,55,2.0,Aadhar,799108,788360,18,10,0,1
4032,4033,49,1.0,Aadhar,659740,629792,5,2,0,1
4033,4034,46,1.0,Aadhar,821764,719600,3,2,0,1
4034,4035,38,1.0,Aadhar,663108,832020,6,0,0,0
4035,4036,35,2.0,Aadhar,725716,654536,3,2,0,1
4036,4037,44,2.0,Aadhar,947832,1298400,0,0,0,0
4037,4038,39,2.0,Aadhar,715336,669344,3,2,0,1
4038,4039,29,2.0,Aadhar,561256,806000,5,4,0,1
4039,4040,30,2.0,Aadhar,672156,780000,0,0,0,0
4040,4041,44,2.0,Aadhar,576328,520400,3,2,0,1
4041,4042,45,2.0,Aadhar,758376,911304,5,3,0,0
4042,4043,38,1.0,Aadhar,699108,840264,10,4,0,0
4043,4044,34,2.0,Aadhar,675156,1082496,2,2,0,0
4044,4045,37,2.0,Aadhar,640216,561416,3,2,0,1
4045,4046,37,2.0,Aadhar,1385016,2079924,0,0,0,0
4046,4047,34,2.0,Aadhar,861804,1381800,0,0,0,0
4047,4048,48,1.0,Aadhar,669036,782148,7,5,0,0
4048,4049,51,2.0,Aadhar,781756,913016,3,2,0,1
4049,4050,31,1.0,Aadhar,889228,920624,5,4,0,1
4050,4051,41,1.0,Aadhar,473268,802764,12,9,1,0
4051,4052,36,2.0,Aadhar,898392,1207320,2,2,0,0
4052,4053,32,1.0,Aadhar,688308,861480,9,4,0,0
4053,4054,27,1.0,Aadhar,870204,1428456,0,0,0,0
4054,4055,47,2.0,PAN,689436,1136328,2,2,0,0
4055,4056,40,1.0,Aadhar,685908,804012,5,2,0,0
4056,4057,49,2.0,Aadhar,610836,840000,18,6,1,0
4057,4058,33,1.0,Aadhar,711108,812268,12,4,0,0
4058,4059,48,1.0,Aadhar,612936,838212,0,0,0,0
4059,4060,41,1.0,Aadhar,829600,688508,14,7,0,1
4060,4061,44,2.0,Aadhar,774984,889008,4,0,0,0
4061,4062,36,1.0,Aadhar,638188,825872,3,2,0,1
4062,4063,31,1.0,Aadhar,967804,945200,5,4,0,1
4063,4064,41,2.0,VoterID,1168044,1966164,3,0,0,0
4064,4065,39,2.0,Aadhar,803128,763232,3,2,0,1
4065,4066,53,1.0,Aadhar,774400,742412,3,2,0,1
4066,4067,32,2.0,Aadhar,832564,794000,3,2,0,1
4067,4068,43,1.0,Aadhar,749364,918924,0,0,0,0
4068,4069,37,2.0,Aadhar,441300,793992,0,0,0,0
4069,4070,36,2.0,Aadhar,612036,776568,3,2,0,0
4070,4071,30,2.0,Aadhar,359808,577728,3,2,0,0
4071,4072,48,2.0,Aadhar,872584,842000,15,5,0,1
4072,4073,48,2.0,Aadhar,516268,836000,5,2,0,1
4073,4074,43,2.0,Aadhar,782800,707120,3,2,0,1
4074,4075,29,2.0,Driving,731364,852660,3,3,0,0
4075,4076,31,1.0,Aadhar,632728,754400,3,2,0,1
4076,4077,37,2.0,Aadhar,819364,983084,5,2,0,1
4077,4078,46,2.0,VoterID,402588,822888,2,2,0,0
4078,4079,31,1.0,Aadhar,629428,676700,7,4,0,1
4079,4080,39,2.0,Aadhar,570532,811208,3,2,0,1
4080,4081,35,1.0,Aadhar,799108,737864,3,2,0,1
4081,4082,39,2.0,Aadhar,632728,625352,10,4,0,1
4082,4083,46,2.0,Aadhar,587436,795072,3,3,0,0
4083,4084,49,2.0,Aadhar,708864,873876,4,3,0,0
4084,4085,25,1.0,VoterID,604140,787200,2,2,0,0
4085,4086,39,2.0,Aadhar,778108,878000,17,11,0,1
4086,4087,40,2.0,Aadhar,534132,813492,9,6,0,0
4087,4088,42,2.0,VoterID,955804,1107032,3,2,0,1
4088,4089,38,2.0,Aadhar,559188,995100,2,0,0,0
4089,4090,32,1.0,Aadhar,508728,833472,10,7,0,0
4090,4091,46,2.0,VoterID,931804,845600,7,6,0,1
4091,4092,29,2.0,Aadhar,687108,1162440,0,0,0,0
4092,4093,38,2.0,Aadhar,739636,771284,3,2,0,1
4093,4094,41,2.0,Aadhar,614436,800928,0,0,0,0
4094,4095,35,1.0,Aadhar,609636,776136,3,3,0,0
4095,4096,25,2.0,VoterID,615636,854760,0,0,0,0
4096,4097,37,2.0,Aadhar,597480,873972,17,12,0,0
4097,4098,41,2.0,Aadhar,722836,747800,5,2,0,1
4098,4099,32,1.0,Aadhar,925384,922292,3,2,0,1
4099,4100,36,2.0,Aadhar,477808,726920,3,2,0,1
4100,4101,42,1.0,Aadhar,746556,896064,0,0,0,0
4101,4102,28,,Aadhar,736000,746768,5,4,0,1
4102,4103,29,2.0,VoterID,833064,1603260,0,0,0,0
4103,4104,32,2.0,Aadhar,653980,573392,3,2,0,1
4104,4105,52,1.0,Aadhar,700936,687452,13,8,0,1
4105,4106,28,1.0,Aadhar,544188,818328,2,0,0,0
4106,4107,45,1.0,Aadhar,843804,1020000,0,0,0,0
4107,4108,43,2.0,Aadhar,615636,957684,10,3,0,0
4108,4109,43,1.0,Aadhar,574188,889680,2,2,0,0
4109,4110,54,2.0,Aadhar,870028,824828,3,2,0,1
4110,4111,34,1.0,Aadhar,664308,819036,0,0,0,0
4111,4112,50,1.0,Aadhar,419548,464864,3,2,0,1
4112,4113,49,2.0,Driving,888184,870596,9,5,0,1
4113,4114,33,1.0,Aadhar,627636,804456,2,0,0,0
4114,4115,39,1.0,Aadhar,672156,765240,0,0,0,0
4115,4116,45,2.0,Aadhar,405012,511620,2,0,0,0
4116,4117,50,1.0,Aadhar,657108,750840,4,2,0,0
4117,4118,48,1.0,Aadhar,800956,694028,22,4,0,1
4118,4119,39,1.0,Aadhar,569820,804384,0,0,0,0
4119,4120,49,1.0,Aadhar,495816,668592,0,0,0,0
4120,4121,40,2.0,VoterID,675108,805608,0,0,0,0
4121,4122,47,1.0,Aadhar,727636,821708,3,2,0,1
4122,4123,48,2.0,Aadhar,684180,822108,6,2,0,0
4123,4124,50,2.0,Aadhar,759508,796400,20,7,0,1
4124,4125,32,1.0,Aadhar,816964,776972,6,5,0,1
4125,4126,28,,Aadhar,700000,705140,3,2,0,1
4126,4127,41,1.0,Aadhar,626556,772308,2,2,0,0
4127,4128,46,2.0,Aadhar,677740,671840,3,2,0,1
4128,4129,43,2.0,Aadhar,752556,1088100,0,0,0,0
4129,4130,37,2.0,Aadhar,726556,766256,3,2,0,1
4130,4131,34,1.0,Aadhar,879804,944388,3,3,0,0
4131,4132,40,2.0,VoterID,772156,711356,10,5,0,1
4132,4133,30,2.0,Aadhar,954156,1707996,0,0,0,0
4133,4134,31,2.0,Aadhar,693108,842412,0,0,0,0
4134,4135,38,2.0,Aadhar,727636,1756400,3,2,0,1
4135,4136,30,1.0,Aadhar,775156,740624,3,2,0,1
4136,4137,42,2.0,Aadhar,577788,800856,0,0,0,0
4137,4138,44,2.0,VoterID,627636,820764,2,2,0,0
4138,4139,52,1.0,Aadhar,799108,738452,3,2,0,1
4139,4140,37,1.0,Driving,788184,1327092,0,0,0,0
4140,4141,38,1.0,Aadhar,708156,918000,2,2,0,0
4141,4142,37,1.0,Aadhar,702156,883476,0,0,0,0
4142,4143,40,2.0,VoterID,915004,1155200,5,2,0,1
4143,4144,53,2.0,Aadhar,824752,763760,13,4,0,1
4144,4145,34,2.0,Aadhar,620184,1027200,0,0,0,0
4145,4146,42,2.0,Aadhar,697936,725084,8,6,0,1
4146,4147,30,2.0,Aadhar,330348,1020864,0,0,0,0
4147,4148,36,2.0,Aadhar,739764,869340,0,0,0,0
4148,4149,39,1.0,Aadhar,330348,792744,3,0,0,0
4149,4150,27,2.0,Aadhar,719364,1036008,0,0,0,0
4150,4151,24,,Aadhar,734556,921936,0,0,0,0
4151,4152,26,1.0,Aadhar,532188,651480,0,0,0,0
4152,4153,29,1.0,Aadhar,705108,852672,3,3,0,0
4153,4154,49,2.0,PAN,790708,695396,16,9,0,1
4154,4155,50,1.0,Aadhar,731848,848528,10,5,0,1
4155,4156,27,1.0,Aadhar,696156,906000,0,0,0,0
4156,4157,47,2.0,Aadhar,627636,755040,3,3,0,0
4157,4158,31,1.0,Aadhar,529788,737088,0,0,0,0
4158,4159,39,1.0,Aadhar,497928,714840,0,0,0,0
4159,4160,40,1.0,Aadhar,488328,666840,2,2,0,0
