age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
40,1,700372,725480,3,2,0,1
47,1,699108,850680,9,5,0,0
35,2,787108,1155332,3,2,0,1
26,2,533340,650400,0,0,0,0
39,2,514920,750384,13,4,0,0
32,1,639636,879276,0,0,0,0
27,1,423588,544500,3,3,0,0
27,2,701928,935448,0,0,0,0
31,2,512916,791616,0,0,0,0
24,1,892548,1472820,0,0,0,0
38,1,884584,824000,3,2,0,1
37,2,534028,690860,3,2,0,1
28,1,632436,827160,2,2,0,0
25,1,655908,790800,0,0,0,0
30,2,468468,595116,0,0,0,0
32,2,898828,830300,16,13,0,1
43,2,611736,843768,0,0,0,0
51,2,650140,681812,8,6,0,1
31,2,504168,855660,0,0,0,0
36,2,600936,690696,0,0,0,0
34,2,703636,640640,7,5,0,1
39,2,393408,539544,0,0,0,0
39,1,372780,906972,0,0,0,0
41,2,916756,1036952,10,4,0,1
45,1,648936,821556,0,0,0,0
26,1,550188,847080,0,0,0,0
36,1,630936,744000,3,0,0,0
50,1,786820,810020,6,5,0,1
36,2,949804,963140,6,5,0,1
37,1,674788,752000,7,6,0,1
40,1,654156,773400,5,4,0,0
35,1,664668,834732,2,2,0,0
40,2,644736,792000,3,2,0,0
50,2,834556,764000,11,2,0,1
33,1,637864,637676,3,2,0,1
25,2,532188,860400,0,0,0,0
33,1,569484,876360,3,2,0,0
40,1,992812,1133816,3,2,0,1
32,2,827356,783776,5,2,0,1
43,1,693108,1254960,0,0,0,0
36,2,854188,797672,3,2,0,1
44,2,890584,800192,6,4,0,1
50,1,609636,891600,2,0,0,0
26,1,970236,1261200,0,0,0,0
40,1,580188,694068,2,0,0,0
46,1,727636,668240,16,8,0,1
38,1,712956,934224,6,3,0,0
42,2,801364,734000,3,2,0,1
53,2,811108,772760,3,2,0,1
31,2,623736,1148664,0,0,0,0
30,1,601236,864720,3,3,0,0
50,2,739636,746120,3,2,0,1
52,2,765868,792020,6,2,0,1
48,2,547788,840000,3,3,0,0
40,2,965476,1033508,16,9,1,1
36,2,525268,606920,3,2,0,1
26,1,750396,854400,4,3,0,0
25,1,592236,750600,3,2,0,0
35,2,787756,680648,3,2,0,1
32,1,952204,1072844,3,2,0,1
32,2,649656,913500,0,0,0,0
47,2,732220,653624,3,2,0,1
38,2,644736,780924,5,4,0,0
42,1,666388,641600,3,2,0,1
27,2,658356,993456,6,5,0,0
41,2,600936,693768,0,0,0,0
38,1,907228,825056,7,5,0,1
52,2,717136,850400,5,4,0,1
32,1,606636,758328,18,5,0,0
43,1,773908,736436,3,2,0,1
48,2,426444,591372,0,0,0,0
27,1,457008,766296,0,0,0,0
24,1,711108,1161924,0,0,0,0
31,2,915012,1258524,2,2,0,0
45,2,556188,913704,2,2,0,0
54,2,870556,821216,3,2,0,1
37,2,730164,921960,0,0,0,0
32,1,816984,957672,0,0,0,0
33,1,428604,705756,2,0,0,0
39,2,766156,747944,5,4,0,1
31,1,700936,667796,3,2,0,1
35,2,700036,662684,3,2,0,1
29,1,568188,776772,0,0,0,0
45,2,827764,800000,3,2,0,1
28,1,568188,808392,0,0,0,0
35,2,489528,791172,8,5,0,0
28,2,521148,715212,0,0,0,0
40,2,704556,869148,9,0,0,0
44,2,1056796,1058600,9,5,0,1
26,1,606036,818760,3,3,0,0
27,2,890292,1332168,0,0,0,0
34,1,678108,869652,2,0,0,0
51,2,867364,770288,5,4,0,1
33,2,639636,872196,3,0,0,0
32,2,479772,812532,0,0,0,0
33,2,789588,1045200,14,11,0,0
31,1,834204,1004400,2,0,0,0
47,1,623404,596900,3,2,0,1
38,1,686188,608600,3,2,0,1
45,2,658956,761544,7,5,0,0
29,2,722556,1183488,0,0,0,0
32,2,906028,1176188,3,2,0,1
26,1,393384,863292,3,3,0,0
54,2,732436,1128572,3,2,0,1
33,1,605736,831816,0,0,0,0
35,2,645108,806304,14,9,0,0
28,1,599916,858048,3,2,0,0
28,2,544188,905556,0,0,0,0
44,2,805200,1023360,5,2,0,0
49,2,1062424,1167008,3,2,0,1
30,1,762556,663308,3,2,0,1
50,2,878584,838160,7,6,0,1
53,2,632188,763448,11,5,0,1
39,1,906028,837800,16,4,0,1
34,1,652548,808116,0,0,0,0
43,2,674188,668612,5,4,0,1
50,2,679396,623600,7,2,0,1
34,1,743236,722540,5,2,0,1
43,1,706036,716000,3,2,0,1
43,2,746868,978708,0,0,0,0
35,2,815356,824720,3,2,0,1
44,2,580380,805044,0,0,0,0
38,1,731104,675104,6,2,0,1
30,2,825804,1133184,0,0,0,0
28,1,551388,1353276,5,5,0,0
25,1,512100,750924,0,0,0,0
48,1,608436,851040,0,0,0,0
47,1,492888,832860,15,7,0,0
50,1,805756,717596,5,4,0,1
49,1,862576,785000,3,2,0,1
29,1,1027440,1394400,0,0,0,0
25,1,607236,797724,0,0,0,0
44,2,764956,670016,12,4,0,1
42,2,580188,1234572,3,0,0,0
38,2,925804,849644,14,7,0,1
46,1,324948,889836,0,0,0,0
38,1,645756,825468,8,3,0,0
42,1,727356,897336,6,4,0,0
27,1,636996,845940,10,2,0,0
33,1,574140,936000,0,0,0,0
36,1,339492,736116,4,4,0,0
26,2,704556,866868,5,4,0,0
29,2,897948,1441788,0,0,0,0
48,2,531268,479240,5,4,0,1
27,1,574188,921792,4,2,0,0
39,2,734964,942012,0,0,0,0
48,1,657108,770604,12,4,0,0
51,2,976708,1056824,16,4,0,1
48,2,878584,851576,3,2,0,1
46,2,806028,964200,9,5,0,0
26,2,877200,1235724,0,0,0,0
48,2,1107040,1265600,6,5,0,1
30,1,775108,724712,6,2,0,1
43,2,775108,736316,5,4,0,1
33,2,957400,943124,3,2,0,1
46,1,763600,712616,3,2,0,1
39,2,752476,1136444,3,2,0,1
32,1,956232,1304244,0,0,0,0
32,1,766428,1188000,17,6,0,0
42,1,548988,800280,0,0,0,0
28,2,588936,831780,0,0,0,0
32,2,707364,1027356,0,0,0,0
33,2,775108,813740,3,2,0,1
33,1,594036,767904,0,0,0,0
38,1,697636,724520,3,2,0,1
33,1,580188,749052,0,0,0,0
28,1,584988,803388,0,0,0,0
33,2,570540,867888,4,3,0,0
41,1,529428,805500,0,0,0,0
36,2,1062756,2085108,8,3,0,0
47,2,648156,836460,3,3,0,0
31,1,961804,1131008,3,2,0,1
34,2,684156,1045332,0,0,0,0
42,2,573276,742740,3,2,0,0
29,1,764028,1147992,2,2,0,0
48,2,686740,662960,8,2,0,1
29,2,730936,669452,3,2,0,1
38,2,688596,1338672,0,0,0,0
33,2,745764,853644,0,0,0,0
33,2,317508,677700,0,0,0,0
38,1,873804,1134000,0,0,0,0
48,1,309432,763416,3,3,0,0
32,2,574188,838044,5,2,0,0
30,1,825436,822848,3,2,0,1
24,1,548268,848028,2,2,0,0
43,2,520920,780948,0,0,0,0
43,1,1186660,1133804,10,7,0,1
52,2,846556,877352,3,2,0,1
41,1,591636,740388,0,0,0,0
38,2,773908,740312,3,2,0,1
46,2,934548,1275600,3,0,0,0
25,2,601236,834468,0,0,0,0
24,1,1262244,1517532,2,2,0,0
29,2,615636,776400,3,0,0,0
35,2,949804,860504,5,4,0,1
41,2,603336,699600,0,0,0,0
27,1,550188,780432,2,2,0,0
34,2,632728,1099772,6,4,0,1
26,2,443268,864468,0,0,0,0
45,2,770556,1038492,3,3,0,0
33,2,363408,822936,2,2,0,0
34,1,651636,735600,5,0,0,0
27,1,638436,808788,6,2,0,0
48,1,853476,933108,5,2,0,0
54,2,714676,669572,9,5,0,1
27,2,461268,769236,0,0,0,0
34,1,778156,714212,3,2,0,1
47,2,565740,807276,0,0,0,0
47,2,860164,770192,6,4,0,1
31,1,680448,865476,10,7,0,0
40,1,876336,1416336,0,0,0,0
30,1,407808,568224,2,2,0,0
37,2,659788,710504,3,2,0,1
30,1,406332,808080,0,0,0,0
31,1,972604,1069712,3,2,0,1
34,2,627636,826392,0,0,0,0
34,1,677508,1266384,8,5,0,0
37,2,365808,887520,0,0,0,0
36,1,736036,903716,3,2,0,1
33,1,626436,803580,6,3,0,0
38,1,578988,737640,0,0,0,0
41,2,175428,652872,5,2,0,0
26,1,663108,943224,0,0,0,0
50,1,659508,791676,4,0,0,0
26,2,584988,719496,15,6,0,0
30,2,692188,722240,3,2,0,1
45,2,846964,962000,3,2,0,1
40,2,556188,725520,8,2,0,0
47,1,562188,829920,0,0,0,0
31,2,508728,850464,0,0,0,0
41,2,606936,972000,0,0,0,0
31,1,620436,817440,0,0,0,0
32,2,690156,844416,6,3,0,0
37,1,699108,853860,2,0,0,0
33,2,1003012,1063040,3,2,0,1
43,2,643236,734040,2,2,0,0
55,1,608728,637160,5,2,0,1
36,2,583600,800468,3,2,0,1
30,2,658236,934260,0,0,0,0
25,2,699108,1340040,0,0,0,0
43,2,806956,703580,3,2,0,1
30,2,1157880,1662000,0,0,0,0
37,2,891012,1231200,0,0,0,0
31,2,644556,786000,2,2,0,0
36,2,520728,765300,0,0,0,0
37,2,818028,923100,0,0,0,0
52,2,978604,1319900,3,2,0,1
29,2,669756,927540,0,0,0,0
39,2,805108,721040,3,2,0,1
30,1,633636,835500,0,0,0,0
36,1,596728,703112,3,2,0,1
28,1,778584,1010400,3,2,0,0
33,1,784000,850580,10,6,0,1
39,2,810964,766904,5,4,0,1
34,1,1099996,1304756,3,2,0,1
26,2,532728,1007592,0,0,0,0
32,2,606336,735924,0,0,0,0
32,2,775108,712748,8,7,1,1
41,2,1015440,1380000,7,6,0,0
27,1,1385016,2094180,0,0,0,0
38,2,787108,968300,3,2,0,1
35,2,681108,902772,0,0,0,0
30,1,1098232,1654400,3,2,0,1
32,2,595428,956580,9,3,0,0
43,1,850156,755816,3,2,0,1
33,1,668740,604664,5,4,0,1
30,2,524988,796404,3,3,0,0
46,2,633636,786000,0,0,0,0
53,2,658588,627140,3,2,0,1
48,1,521328,706140,3,2,0,0
31,2,365808,840804,2,0,0,0
32,1,746556,1446036,0,0,0,0
51,2,757108,730880,6,4,0,1
44,1,796156,707612,9,6,0,1
46,2,762504,920400,4,3,0,0
39,2,604536,863460,0,0,0,0
35,1,727636,677984,5,2,0,1
44,2,693108,841932,8,6,0,0
34,1,550248,719436,0,0,0,0
45,1,939012,1377588,0,0,0,0
41,2,568188,710160,3,2,0,0
32,2,707236,756980,3,2,0,1
32,2,1024948,1077380,3,2,0,1
33,1,867804,1188504,13,8,0,0
52,1,645964,649316,5,4,0,1
47,2,648228,831276,15,8,1,0
33,1,620728,615200,3,2,0,1
46,2,766156,669740,5,4,0,1
28,1,629736,763524,0,0,0,0
34,2,508468,740864,3,2,0,1
44,2,742156,809156,3,2,0,1
28,2,675108,787536,0,0,0,0
42,2,508728,810000,0,0,0,0
43,1,710536,700400,3,2,0,1
27,1,565740,694068,0,0,0,0
28,2,684156,911892,0,0,0,0
32,1,688956,840120,0,0,0,0
34,1,385008,534960,0,0,0,0
43,1,834556,730724,8,2,0,1
38,2,1039312,1182680,5,4,0,1
31,1,786556,746936,3,2,0,1
30,2,865476,1023756,7,5,0,0
41,1,754956,929160,0,0,0,0
29,1,728364,843396,0,0,0,0
47,2,643236,856200,0,0,0,0
42,2,675108,777876,18,5,0,0
44,2,812956,742244,7,2,0,1
37,1,658956,843624,4,2,0,0
43,1,541740,735600,0,0,0,0
33,2,856744,848288,3,2,0,1
47,2,960004,1092200,5,4,0,1
30,1,693108,873408,0,0,0,0
35,1,430348,762704,7,4,0,1
31,2,826476,1088040,19,8,0,0
35,1,846556,741200,3,2,0,1
32,2,687108,876432,0,0,0,0
32,2,977476,1207568,3,2,0,1
42,1,772000,751976,3,2,0,1
48,2,580188,864456,8,3,0,0
29,2,663108,791172,0,0,0,0
39,1,879568,839456,3,2,0,1
37,1,736936,773252,3,2,0,1
47,2,603636,799548,3,2,0,0
50,2,630936,1015416,6,4,0,0
42,1,568188,736260,2,0,0,0
40,2,565740,790128,6,2,0,0
40,1,713536,634820,3,2,0,1
49,2,738436,676508,3,2,0,1
35,2,593460,836688,2,2,0,0
26,2,702156,875580,0,0,0,0
47,2,367932,924000,0,0,0,0
32,1,616236,780000,0,0,0,0
30,2,674188,646292,5,4,0,1
34,2,638188,587588,3,2,0,1
31,2,556188,728940,4,2,0,0
27,1,697908,849180,0,0,0,0
33,2,757108,884780,3,2,0,1
26,1,417948,786264,0,0,0,0
34,1,736936,770000,3,2,0,1
53,1,970276,1094072,3,2,0,1
47,2,499128,733200,10,4,0,0
39,2,644188,683696,3,2,0,1
41,2,804964,759620,3,2,0,1
30,2,639636,869844,0,0,0,0
47,1,612000,875928,6,2,0,0
36,1,753196,705488,6,4,0,1
33,1,867804,1064400,3,2,0,0
32,2,484728,767028,0,0,0,0
39,1,739636,728924,7,5,0,1
31,2,761188,905936,3,2,0,1
25,2,411948,725352,0,0,0,0
34,2,480648,842940,0,0,0,0
35,2,700936,594056,7,5,0,1
43,1,701916,889752,0,0,0,0
41,2,443628,873984,3,2,0,0
52,2,646540,533660,8,4,0,1
52,1,634108,603620,10,7,0,1
44,2,597336,799632,0,0,0,0
55,1,811108,755996,8,5,0,1
38,2,700936,691700,3,2,0,1
49,1,651636,948900,2,2,0,0
50,1,965476,908000,7,2,0,1
43,2,562188,865740,0,0,0,0
49,2,803908,700988,5,4,0,1
34,2,731364,885372,0,0,0,0
26,1,472044,869160,0,0,0,0
39,2,473592,585396,2,0,0,0
39,2,757108,669548,10,4,0,1
44,2,625236,821472,3,0,0,0
42,2,727636,1060796,5,4,0,1
33,2,684436,707840,5,4,0,1
33,2,947476,986696,6,5,0,1
33,2,1080232,1256000,3,2,0,1
33,1,1098600,1895604,0,0,0,0
47,1,894984,1083576,0,0,0,0
29,1,684756,952920,0,0,0,0
28,2,496728,984600,0,0,0,0
42,2,933012,1357200,9,4,0,0
24,2,790584,1239744,0,0,0,0
40,2,710484,965532,0,0,0,0
40,2,1127880,1302000,7,6,0,0
44,1,734964,838476,8,2,0,0
45,1,342400,461552,3,2,0,1
37,2,923556,1883904,0,0,0,0
36,1,775756,675212,11,6,0,1
39,1,504528,837096,8,3,0,0
42,1,618936,745404,0,0,0,0
29,1,792984,1007256,3,2,0,0
32,2,754984,765380,5,2,0,1
37,2,687108,849264,0,0,0,0
32,2,620728,615884,3,2,0,1
35,2,556188,868800,0,0,0,0
34,1,681108,787200,6,4,0,0
45,2,688936,685484,13,7,1,1
37,1,641736,737640,0,0,0,0
48,1,730156,842900,15,5,0,1
37,1,696156,962412,3,2,0,0
28,1,776028,986340,19,5,0,0
30,1,596728,494756,3,2,0,1
31,1,656556,756024,0,0,0,0
52,2,724936,713600,8,6,0,1
26,1,806028,1018836,0,0,0,0
28,2,474024,1311684,0,0,0,0
32,1,800184,1180500,0,0,0,0
48,2,505128,818256,0,0,0,0
41,2,647740,744656,6,5,0,1
29,1,631356,936204,3,3,0,0
28,2,484728,880584,0,0,0,0
25,1,903012,1242276,0,0,0,0
33,1,802704,967200,2,0,0,0
35,1,822828,944304,0,0,0,0
42,2,719364,821256,0,0,0,0
30,1,954756,1301700,0,0,0,0
50,2,663108,763164,2,2,0,0
34,1,864204,1136400,5,5,0,0
25,1,437268,724620,0,0,0,0
53,1,1068796,1146320,3,2,0,1
35,1,770308,656912,10,8,0,1
45,2,648936,826800,7,4,0,0
29,1,849804,1295580,0,0,0,0
47,2,545964,714000,0,0,0,0
36,1,811636,1035680,3,2,0,1
25,1,285144,738240,0,0,0,0
36,1,603960,737676,0,0,0,0
45,2,716556,870804,0,0,0,0
46,1,696156,804900,0,0,0,0
31,1,742164,888000,3,2,0,0
48,2,666156,936000,3,2,0,0
30,2,745636,639356,3,2,0,1
39,1,667908,810648,4,4,0,0
42,2,1224280,1352024,3,2,0,1
36,1,568188,673884,5,2,0,0
37,2,961312,1064912,3,2,0,1
34,2,1636620,2418924,0,0,0,0
42,2,844564,855020,3,2,0,1
35,2,746760,898344,0,0,0,0
34,1,727636,625688,3,2,0,1
30,1,892984,917096,3,2,0,1
39,2,813364,879272,3,2,0,1
32,1,708156,907680,0,0,0,0
35,2,879804,1535196,0,0,0,0
49,1,745600,673676,3,2,0,1
39,2,678600,787644,9,9,0,0
33,2,691636,680072,3,2,0,1
41,1,802428,913908,0,0,0,0
45,2,921012,1299372,0,0,0,0
46,2,768556,750524,3,2,0,1
34,2,693108,800748,0,0,0,0
30,2,1530432,2280804,5,3,0,0
31,2,918028,951200,3,2,0,1
30,2,872584,1108100,3,2,0,1
27,1,687756,888000,0,0,0,0
40,2,870556,1036592,6,5,0,1
34,1,674188,693992,12,9,0,1
41,2,615636,854400,0,0,0,0
36,1,696156,917400,4,4,0,0
42,2,706036,813200,5,2,0,1
40,2,861804,1255620,0,0,0,0
28,2,514728,741048,2,0,0,0
36,1,754156,687680,3,2,0,1
46,1,756744,1170000,3,3,0,0
39,1,636636,808464,0,0,0,0
34,1,902584,883640,3,2,0,1
45,1,654708,887448,0,0,0,0
33,2,773628,897936,3,2,0,0
30,1,742956,941352,0,0,0,0
51,1,763108,713600,3,2,0,1
25,1,694800,859272,0,0,0,0
48,2,694956,797316,0,0,0,0
31,1,630096,819036,0,0,0,0
45,2,771592,743468,3,2,0,1
50,2,727336,710984,11,4,0,1
54,2,802156,830228,3,2,0,1
43,1,645948,1092840,10,5,0,0
26,1,855804,1140000,0,0,0,0
29,1,885804,1200696,8,5,0,0
31,2,744864,1125012,0,0,0,0
46,1,771508,672572,8,4,0,1
46,2,520728,838260,0,0,0,0
30,1,591636,768480,0,0,0,0
41,2,787108,700700,3,2,0,1
38,1,747748,683048,3,2,0,1
34,1,853824,1056000,0,0,0,0
34,2,640836,829260,3,2,0,0
32,2,580188,768804,2,2,0,0
48,2,568188,901116,0,0,0,0
44,1,591636,768600,8,4,1,0
44,1,773356,718340,9,6,0,1
41,1,544188,740412,0,0,0,0
40,2,831556,858068,9,7,0,1
49,2,996016,1119068,3,2,0,1
31,2,1198660,1410200,3,2,0,1
48,2,664308,844260,0,0,0,0
27,1,1004112,1364748,0,0,0,0
34,2,616836,773916,0,0,0,0
49,1,614436,755400,0,0,0,0
27,2,556188,776112,0,0,0,0
52,2,765748,708464,6,4,0,1
48,1,707236,818912,7,2,0,1
36,2,473268,753120,9,5,0,0
44,1,713364,1069356,7,4,0,0
46,1,720000,864492,15,6,0,0
33,1,610836,818520,0,0,0,0
36,2,834556,944144,6,4,0,1
36,2,800028,1027716,2,2,0,0
36,2,899428,1875176,3,2,0,1
31,1,654108,805296,0,0,0,0
48,1,715636,743768,5,4,0,1
46,2,1008384,1368000,8,8,0,0
45,1,612328,632000,7,5,0,1
36,1,661552,657800,3,2,0,1
33,1,627636,935964,12,4,0,0
41,2,693736,643280,3,2,0,1
40,2,648936,820080,2,0,0,0
50,2,717136,666752,3,2,0,1
33,2,633636,913200,0,0,0,0
38,2,532728,783696,2,2,0,0
49,2,926320,848516,3,2,0,1
27,1,738156,947556,0,0,0,0
44,1,638188,639428,5,4,0,1
45,2,692556,800280,5,5,1,0
37,1,576588,809712,8,6,1,0
39,2,972604,1228880,6,5,0,1
35,2,649236,750048,0,0,0,0
27,1,496728,712632,0,0,0,0
54,2,706936,627044,3,2,0,1
55,2,799108,788360,18,10,0,1
49,1,659740,629792,5,2,0,1
46,1,821764,719600,3,2,0,1
38,1,663108,832020,6,0,0,0
35,2,725716,654536,3,2,0,1
44,2,947832,1298400,0,0,0,0
39,2,715336,669344,3,2,0,1
29,2,561256,806000,5,4,0,1
30,2,672156,780000,0,0,0,0
44,2,576328,520400,3,2,0,1
45,2,758376,911304,5,3,0,0
38,1,699108,840264,10,4,0,0
34,2,675156,1082496,2,2,0,0
37,2,640216,561416,3,2,0,1
37,2,1385016,2079924,0,0,0,0
34,2,861804,1381800,0,0,0,0
48,1,669036,782148,7,5,0,0
51,2,781756,913016,3,2,0,1
31,1,889228,920624,5,4,0,1
41,1,473268,802764,12,9,1,0
36,2,898392,1207320,2,2,0,0
32,1,688308,861480,9,4,0,0
27,1,870204,1428456,0,0,0,0
47,2,689436,1136328,2,2,0,0
40,1,685908,804012,5,2,0,0
49,2,610836,840000,18,6,1,0
33,1,711108,812268,12,4,0,0
48,1,612936,838212,0,0,0,0
41,1,829600,688508,14,7,0,1
44,2,774984,889008,4,0,0,0
36,1,638188,825872,3,2,0,1
31,1,967804,945200,5,4,0,1
41,2,1168044,1966164,3,0,0,0
39,2,803128,763232,3,2,0,1
53,1,774400,742412,3,2,0,1
32,2,832564,794000,3,2,0,1
43,1,749364,918924,0,0,0,0
37,2,441300,793992,0,0,0,0
36,2,612036,776568,3,2,0,0
30,2,359808,577728,3,2,0,0
48,2,872584,842000,15,5,0,1
48,2,516268,836000,5,2,0,1
43,2,782800,707120,3,2,0,1
29,2,731364,852660,3,3,0,0
31,1,632728,754400,3,2,0,1
37,2,819364,983084,5,2,0,1
46,2,402588,822888,2,2,0,0
31,1,629428,676700,7,4,0,1
39,2,570532,811208,3,2,0,1
35,1,799108,737864,3,2,0,1
39,2,632728,625352,10,4,0,1
46,2,587436,795072,3,3,0,0
49,2,708864,873876,4,3,0,0
25,1,604140,787200,2,2,0,0
39,2,778108,878000,17,11,0,1
40,2,534132,813492,9,6,0,0
42,2,955804,1107032,3,2,0,1
38,2,559188,995100,2,0,0,0
32,1,508728,833472,10,7,0,0
46,2,931804,845600,7,6,0,1
29,2,687108,1162440,0,0,0,0
38,2,739636,771284,3,2,0,1
41,2,614436,800928,0,0,0,0
35,1,609636,776136,3,3,0,0
25,2,615636,854760,0,0,0,0
37,2,597480,873972,17,12,0,0
41,2,722836,747800,5,2,0,1
32,1,925384,922292,3,2,0,1
36,2,477808,726920,3,2,0,1
42,1,746556,896064,0,0,0,0
29,2,833064,1603260,0,0,0,0
32,2,653980,573392,3,2,0,1
52,1,700936,687452,13,8,0,1
28,1,544188,818328,2,0,0,0
45,1,843804,1020000,0,0,0,0
43,2,615636,957684,10,3,0,0
43,1,574188,889680,2,2,0,0
54,2,870028,824828,3,2,0,1
34,1,664308,819036,0,0,0,0
50,1,419548,464864,3,2,0,1
49,2,888184,870596,9,5,0,1
33,1,627636,804456,2,0,0,0
39,1,672156,765240,0,0,0,0
45,2,405012,511620,2,0,0,0
50,1,657108,750840,4,2,0,0
39,1,569820,804384,0,0,0,0
49,1,495816,668592,0,0,0,0
40,2,675108,805608,0,0,0,0
47,1,727636,821708,3,2,0,1
48,2,684180,822108,6,2,0,0
32,1,816964,776972,6,5,0,1
41,1,626556,772308,2,2,0,0
46,2,677740,671840,3,2,0,1
43,2,752556,1088100,0,0,0,0
37,2,726556,766256,3,2,0,1
34,1,879804,944388,3,3,0,0
40,2,772156,711356,10,5,0,1
30,2,954156,1707996,0,0,0,0
31,2,693108,842412,0,0,0,0
38,2,727636,1756400,3,2,0,1
30,1,775156,740624,3,2,0,1
42,2,577788,800856,0,0,0,0
44,2,627636,820764,2,2,0,0
52,1,799108,738452,3,2,0,1
37,1,788184,1327092,0,0,0,0
38,1,708156,918000,2,2,0,0
37,1,702156,883476,0,0,0,0
40,2,915004,1155200,5,2,0,1
53,2,824752,763760,13,4,0,1
34,2,620184,1027200,0,0,0,0
42,2,697936,725084,8,6,0,1
30,2,330348,1020864,0,0,0,0
36,2,739764,869340,0,0,0,0
39,1,330348,792744,3,0,0,0
27,2,719364,1036008,0,0,0,0
26,1,532188,651480,0,0,0,0
29,1,705108,852672,3,3,0,0
49,2,790708,695396,16,9,0,1
50,1,731848,848528,10,5,0,1
27,1,696156,906000,0,0,0,0
47,2,627636,755040,3,3,0,0
31,1,529788,737088,0,0,0,0
39,1,497928,714840,0,0,0,0
40,1,488328,666840,2,2,0,0
28,2,740556,1213680,2,2,0,0
40,2,930028,837128,5,4,0,1
41,2,708156,855600,2,2,0,0
34,2,743364,910092,4,2,0,0
44,2,461268,967200,2,0,0,0
32,2,762564,1484064,0,0,0,0
31,2,634836,1008444,0,0,0,0
31,2,870556,1079300,3,2,0,1
48,1,876276,1093476,3,2,0,0
48,2,666156,815892,0,0,0,0
31,2,1257880,1549640,3,2,0,1
25,2,627636,804288,0,0,0,0
31,1,888028,803756,3,2,0,1
30,1,644428,568400,3,2,0,1
35,2,877476,1199940,3,0,0,0
43,2,520728,834504,3,3,0,0
32,1,668188,695924,3,2,0,1
48,1,819364,828080,14,8,0,1
30,1,574188,787728,4,3,0,0
30,2,632740,614276,3,2,0,1
31,1,574188,662400,2,2,0,0
40,2,867364,821528,3,2,0,1
35,2,649476,784080,0,0,0,0
41,1,800028,917532,2,2,0,0
41,2,751108,700868,3,2,0,1
27,1,690156,926568,0,0,0,0
36,2,846556,741200,3,2,0,1
45,1,634588,662000,5,4,0,1
45,2,692836,692000,3,2,0,1
51,1,733636,833000,6,4,0,1
33,2,1249588,1991660,3,2,0,1
37,1,577164,804000,2,2,0,0
53,1,827764,836000,9,2,0,1
49,1,737236,718400,3,2,0,1
41,1,625528,761600,16,5,0,1
46,2,895384,805640,3,2,0,1
36,1,728136,882996,0,0,0,0
35,2,494008,661040,3,2,0,1
48,2,742708,734000,3,2,0,1
49,1,624036,787200,0,0,0,0
47,2,742956,1054056,0,0,0,0
47,1,711108,926100,6,3,0,0
49,1,706036,602048,3,2,0,1
32,1,706216,693836,3,2,0,1
41,1,838876,717596,6,2,0,1
38,1,575868,789756,2,2,0,0
47,2,410868,611976,0,0,0,0
32,2,965476,1127600,3,2,0,1
41,2,807364,733580,3,2,0,1
31,1,637236,742044,2,2,0,0
47,2,836164,793100,3,2,0,1
33,1,763356,1159200,0,0,0,0
39,2,371808,592776,0,0,0,0
46,2,1172260,1368944,5,4,0,1
35,2,715636,738680,9,6,0,1
33,2,680188,1080800,3,2,0,1
37,1,568188,696420,3,3,0,0
41,1,802564,902744,6,4,0,1
29,1,484488,822600,3,2,0,0
39,1,644148,820044,4,3,0,0
53,1,799108,797540,3,2,0,1
54,2,635188,687320,7,5,0,1
43,2,878428,787388,5,4,0,1
35,1,727636,665876,5,2,0,1
50,2,692188,660800,5,2,0,1
45,2,654048,856668,2,2,0,0
29,2,674508,933240,0,0,0,0
52,2,796156,750620,3,2,0,1
48,1,813364,816476,3,2,0,1
44,2,739636,818000,3,2,0,1
40,1,694636,630764,3,2,0,1
37,2,562188,814248,4,4,0,0
26,1,484728,734004,2,0,0,0
26,1,944232,1224000,0,0,0,0
35,2,678108,869676,4,0,0,0
38,2,486888,813516,6,3,0,0
33,1,626188,886928,3,2,0,1
33,2,808156,747116,3,2,0,1
38,1,740836,747692,3,2,0,1
40,1,655308,826800,2,0,0,0
40,2,708156,819708,4,3,0,0
31,1,672156,997776,0,0,0,0
32,1,728556,1007328,4,3,0,0
33,1,510768,737760,11,3,0,0
38,1,790156,764000,3,2,0,1
32,1,652248,894132,7,0,0,0
37,1,669756,765000,2,2,0,0
35,1,707364,835260,0,0,0,0
29,2,791184,956988,0,0,0,0
47,2,809784,915372,11,4,0,0
38,2,813364,887780,6,5,0,1
40,2,579516,783144,5,0,0,0
29,2,1100080,1311812,3,2,0,1
48,2,588936,950412,4,2,0,0
40,2,696156,898800,0,0,0,0
40,1,728556,880524,0,0,0,0
36,1,509308,659612,3,2,0,1
52,2,760156,736904,3,2,0,1
31,1,668188,837272,3,2,0,1
46,2,468648,804600,2,0,0,0
32,1,757108,700580,3,2,0,1
42,2,783600,972000,16,5,0,0
43,1,661908,839112,7,5,0,0
31,2,651636,826596,2,0,0,0
42,1,949804,860000,3,2,0,1
40,1,630460,606140,3,2,0,1
26,2,657756,759756,11,5,0,0
28,1,568188,772992,0,0,0,0
39,1,538468,823400,11,7,0,1
25,1,571740,705324,0,0,0,0
30,2,722556,1032000,0,0,0,0
25,2,562188,848124,0,0,0,0
43,1,594000,885996,0,0,0,0
26,1,601836,783720,0,0,0,0
27,2,865476,1230468,0,0,0,0
